"Israel Folaus second tryscoring double in as many weeks couldnt save the Wallabies, as Scotland confirmed their status as world rugbys big improvers Up to fifth in the rankings, the Scots cashed in on a disjointed display from Michael Cheikas men",sport
"As playmaker Bernard Foley admitted, the Wallabies were their own worst enemies during a dreadful first half They trailed 17-12 at the break, gifting the Scots all of their points through an early penalty goal, then an intercept try to centre Duncan Taylor and a charge-down effort from goalkicking five-eighth Finn RussellOnly Folaus two strikes kept the Wallabies in the contest",sport
"But despite being a man down with No8 Ryan Wilson yellow-carded a minute before half-time, the Scots refused to yield until Australia briefly snatched the lead in the 57th minute",sport
"But, a 50-metre try three minutes later to flanker Hamish Watson restored the visitors five-point lead and, despite several opportunities, the Wallabies were unable to find a reply to give Foley another chance to break Scottish heartsLast-gasp penalty goals from Foley had denied the Scots at the 2015 Rugby World Cup at Twickenham and again on the Wallabies spring tour last November",sport
"After a moment of magic against South Africa from Zach Mercer, the captain, booked England Under-20s place in Sundays Junior World Cup final in Tbilisi, comparisons with their football counterparts were inevitable  they were not, however, wholly accurate Englands football team winning any form of World Cup understandably commands attention but this is a fifth final in a row for a side who set out without five players away with Eddie Joness senior side in Argentina",sport
"Oval ball success is sustained by England at this level and, while a rampant New Zealand stand between them and a fourth title in five years, the number of absentees makes their achievement of reaching the final in Georgia all the more impressive Mercers omission by Jones for the Argentina tour was surprising but the Australian still took with him Tom and Ben Curry, Nick Isiekwe, Joe Cokanasiga and Jack Maunder England have also suffered six injuries to their backs during the tournament in Georgia while Will Evans and Jamie Shillcock were ruled out before it started",sport
"Its that context that makes the achievement of this group such a significant one, says Dean Ryan, who took up the role of the Rugby Football Unions head of international player development last July Its that backdrop that makes it so significant Under-20 World Cups are normally framed around three or four key individuals, not a collective, but the collective of this group has been a huge success",sport
"Watching Tom Curry last week was tremendous for us and the team here To watch him win his first cap, to watch Nick Isiekwe come on and win a lineout, Jack Maunder fire it along for [Denny] Solomona to score [the winning try]  thats fantastic for these lads because they can think: Thats how close we are",sport
Potentially jeopardising the current blueprint for success is a move by the Premiership to expand its A League rather than continue to send youngsters on loan to Championship clubs where they can cut their teeth against seasoned senior players,sport
"Back in the intensely hot summer of 2005, India and Pakistan played a six-match ODI series that wound its way from Kochi in the deep south to Jamshedpur in the east, before finishing in New Delhi via the western outpost of Ahmedabad With India 2-0 up in the series, Osman Samiuddin, whose The Unquiet Ones is the definitive work on Pakistans cricket history, and I took the train from Visakhapatnam to JamshedpurOne of our fellow travellers was a former India cricketer",sport
"But a decade after he quit the game, Sharma was remembered on the subcontinent and by fans in the diaspora for just one ball, to Javed Miandad in the Austral-Asia Cup final in Sharjah on 18 April 1986 Miandad had navigated a tricky chase with some aplomb, whittling down the equation to four needed off the last ballSharma tried for the yorker but could not land it Miandad smeared the knee-high full toss over midwicket for six, levelling the head-to-head ODI record between the two countries at eight wins apieceAt the time It was just one shot but, as the years passed, it became a festering wound in the psyche of Indian cricketers",sport
"On these very pages, in the days before that 2004 series, the late Mike Marqusee had written: Cricket, like other mass spectator sports, is a magnet for meanings, a malleable metaphor And in the past, cricket between India and Pakistan has served as both a symbol of south Asian harmony and a prime example of what George Orwell called war minus the shootingThe key words here are the past",sport
"The current generation of cricketers has not played each other often enough to become steeped in the rivalry, or to form the sort of friendships that existed at a time when cricket showed the wayThis decade, India and Pakistan have contested just 10 ODIs (India lead 7-3) and six Twenty20 internationals  the majority of them in multi-nation tournaments such as the World Cup and Champions Trophy",sport
"More than three decades ago, administrators NKP Salve, Jagmohan Dalmiya and Nur Khan fought the established order to move the World Cup out of England for the first time The dream was that India and Pakistan would contest the 1987 final at Eden Gardens in Kolkata",sport
Both teams duly topped their groups but Craig McDermotts five for 44 for Australia in Lahore and Graham Goochs 115 in Mumbai sent Imran Khan into a darkened room and a subcontinent into depression,sport
"Going back to the World Championship of Cricket, hosted by Australia in 1985, India and Pakistan have met 12 times in 50-over tournaments featuring each of the worlds leading sides",sport
Savate combines French kicks  such as a fouett (a whip or roundhouse kick)  with English boxing,sport
"James Southwood, founder of London savate club and 2014 world championDespite only four wins, a poor percentage and three ordinary quarters against St Kilda, North Melbourne coach Brad Scott is still talking AFL finalsNorth managed only four goals in the first three quarters against the Saints on Friday night and Scott lamented they were never really in the hunt",sport
"The 17-point loss, on the night they honoured club legend Brent Harvey pre-game, left the Kangaroos languishing with a 4-8 record and a percentage well under 100But they also remain just two games outside the top eight, in a year when upset results are rifeIts a strange season ",sport
"Were still in that group of a number of teams who still have genuine hope to play in September and thats our ambition from this point onSo well keep trying to play footy thats capable of beating sides in September and well keep picking the team to win games to get enough wins to try and competeScott said the final score flattered North and they paid dearly for too many basic errors, adding they will change their training routine to work more on their skills",sport
"One positive was second-gamer Declan Mountford, who put everything into his tag on Saints star Jack Steven and kept him quiet for much of the first halfWhile Steven went forward late in the second term and kicked two goals, Mountford earned a big tick from Scott for his performanceScott was also pleased for ruckman Todd Goldstein, who was high among Norths best after a run of below-par formDespite failing to finish the Kangaroos off in the final term on Friday, St Kilda coach Alan Richardson was rapt with the performanceThey led by 42 points midway through the last quarter, but took the foot off Norths throat",sport
The Roos kicked the last four goals to restore some respectability after only kicking that many up to three-quarter timeBut the 1217 (89)-10,sport
"I was really proud of them, the fact they were able to play in that sort of manner, he said",sport
"Our focus was not necessarily about getting our season back on track, that was an outcome of playing good footyWhat does our good footy look like? What does it mean for you as an individual? I reckon they had real clarity around that",sport
"Now we didnt get it done in the last quarter, but there were three quarters of positive footy, the way we want to play ",sport
"We definitely need to improve, theres no doubt about that, but it was a step towards getting our footy back and that was pleasing, Richardson said",sport
Veterans Leigh Montagna and Nick Riewoldt played key roles after having plenty of focus on them during the week,sport
"Montagna was nonplussed after commentator Dermott Brereton took aim at his form, while Riewoldt returned from two games out with a knee injuryThere is also ongoing talk about whether the former captain should keep playing beyond this seasonMontagna had a solid game off half-back, while Riewoldt was relentless with his hard running",sport
"At the risk of sounding like a horse trainer, I think hell be better for the run, Richardson said of RiewoldtThe match review panel will look at an incident where Riewoldt lashed out in retaliation at Norths Scott Thompson and hit him across the back, but the Saints star should avoid suspension",sport
"If Rory McIlroy was a racehorse, there would have been no logic at all in ranking him among the favourites for an event of equivalent significance to the US Open As golfs version of a performer who is lightly raced, McIlroy arrived at Erin Hills having played only 22 competitive rounds in 2017That figure increased by only two, McIlroys second-round 71 in the second major of 2017 proving insufficient to improve the damage caused by an opening round of 78 McIlroy at least departed in reasonable spirits, his run of four birdies in six closing holes providing a glance back towards what the four-time major champion is capable ofIn practice I was really good, McIlroy said",sport
"The investigative skills of Quincy are hardly necessary when determining why McIlroy missed a second US Open cut in succession This tournament has not been altogether kind to McIlroy aside from the 2011 occasion when he won it, let alone when the buildup was disrupted by fitness troubles The rib problem that upset his opening to the year provides perfect explanation for the appearance of rust at Erin Hills",sport
Here is another reason for McIlroy cheer; no other player among the worlds leading group has recently embarked on a profitable run The 28-year-old is hardly lagging behind in a wider contextThe next part of the season is key for him,sport
"Im just excited to get a run of golf now, he added Im optimistic with where my game is",sport
"The key McIlroy problem on Friday was on the greens, leading to inevitable comment regarding his switch to a new putter in recent days I didnt think it was the putter",sport
"It was the guy on the end of it, he said",sport
"Australias Adam Scott also failed to progress to the weekendIf Sir Michael Stoute were in better form, Id be tempted to accuse him of attempted robbery, running a proper Group horse like Thikriyaat (255) in a mere Listed contest at York today",sport
Musselburgh 135 Donny Belle 2,sport
Warren Gatland indicated as long ago as September he was considering calling up additional players and has decided to move before this weekends Test matches involving the home unions are completed,sport
"Several replacements were also summoned in the later stages of the 2013 tour, with one of them, Alex Corbisiero, going on to score a try in the decisive third Test win against Australia in Sydney In addition to the game against the Chiefs in Hamilton, the Lions are due to face the Hurricanes in Wellington between the first and second Tests",sport
"Any suggestion an influx of new players will merely widen an existing split between Test players and the rest of the squad, however, has been flatly denied Steve Hansen, the All Blacks coach, said this week he felt the touring team had already divided into midweek and Saturday sides but the Saracens lock George Kruis insists that perception is false",sport
"If Farrell fails to make it and Jonathan Sexton picks up a knock against the Maori All Blacks, the Lions could well be down to their third choice No10, Waless Dan Biggar That possibility lends a further layer of intrigue to the fixture, although Gatlands players are determined not to panic",sport
"I dont know if it will be a major blow to the squad, said Sean OBrien, looking forward to underlining his own claims for a place in the starting Test back row [Farrell] has a lot of experience, has been playing very well and hes a good leader He will obviously be a loss but theres other lads there to fill that void",sport
The Maori All Blacks will provide no respite as they seek to repeat their 19-13 victory over the Lions on the 2005 tour,sport
"Judy Murray and Heather Stanning are among the leading sporting figures to feature in the Queens birthday honours listMurray, the former Great Britain Fed Cup coach and mother to the Wimbledon champions Andy and Jamie, will receive an OBE for services to tennis, women in sport and charityI do what I love and I love what I do, so I feel very lucky to have been given this honour, she said",sport
"Im just so surprised and humbled; its such a massive honour, Best said To be recognised for contributing to a sport, for someone to feel Im worthy of being nominated, and then to be deemed worthy, its quite incredibleDick Greenwood, the former England rugby union captain and coach, receives an OBE for services to national and international rugby The 75-year-old made five Test appearances between 1966 and 1969 and later took over as head coach from 1983 to 1985Greenwood said: Its something that crops up out of the blue and Ive got a lot of people to thank for it",sport
"Conteh, who has played an active role with charities and the London ex-Boxers Association in retirement, joked: I never even thought about the possibility of getting an honour  where I grew up the only letters you got were from the DHSS Its an absolute privilege and an honour and Im so grateful to all the people who supported me and put me forward for this awardScott Hann, the gymnastics coach who guided Max Whitlock to his double gold achievement at the Rio Olympics, is also given an MBE",sport
"The Northern Ireland football captain, Steven Davis, is another recipient of an MBE, having led his country to the last 16 at last summers European ChampionshipsThe 32-year-old Southampton midfielder captained his country in France at their first major finals in 30 years and helped Michael ONeills team to the knockout stages Davis said: I was shocked and taken aback when I was told about it I thought it was a joke at firstIt was just something that had never registered with me, that I might receive something like this",sport
"Brian Noble, the former Bradford Bulls and Great Britain coach who is the current director of rugby at Toronto Wolfpack, receives an MBE for services to rugby league and charityJennie Price, the Sport England chief executive since 2007, receives a CBE for services to sport, specifically for her work increasing levels of female participationA record 185-run fifth-wicket partnership between Samit Patel and Steven Mullaney guided Nottinghamshire into the Royal London Cup final with a five-wicket win over Essex at Chelmsford",sport
Nottinghamshire reached their target of 371 with three balls to spare  the highest successful run chase in a domestic List A competition  and they will face Worcestershire or Surrey at Lords on 1 JulyThe pair came together after Brendan Taylor fell for 62 after putting on 100 with Patel for the fourth wicket and Nottinghamshire still had work to do at 180 for four just before the halfway markMullaney brought up his first List A century from 71 balls with a fifth six before he fell with victory in sight for 111 after striking six sixes in his 75-ball inningsPatel saw Nottinghamshire home with an unbeaten 122 as they overhauled the record chase of 359 from Hampshire against Surrey in 2007Alastair Cook hammered his third century in the competition and Ryan ten Doeschate his second as Essex closed on 370 for five,sport
"Ten Doeschate joined Cook in the middle at 173 for three in the 29th over before Cook drove Harry Gurney for four to bring up his century off 95 ballsTen Doeschate took four successive boundaries off Mullaney as he raced to 50 off 40 deliveries but Cook fell shortly after, top-edging Patel, and Chris Read claimed the catch running back",sport
"I just have one goal, to beat Andre Ward and beat all the shit from him because he doesnt deserve the belt and the status of a champion, Kovalev said I want to put him back in his placeThe 34-year-old (30-1-1, 26 KOs) believes he overtrained for the first fight, describing the doomed combination of three-a-day workouts and daily half-marathons with a conditioning coach who was afraid to tell him to dial it back This time he has enlisted a new strength coach in Aleksandr Mikhailovich, whose training philosophy is said to centre around his robust work with biathletesThey seem to work well together, Kovalevs trainer, John David Jackson, said this week",sport
"Ward (31-0, 15 KOs), a longtime champion at 168lbs who all but cleaned out the division, went 114-5 in an extraordinary amateur career that culminated with a gold medal at the Athens Games, which remains the last time an American has topped the podium in mens boxing The last time he lost a fight was against John Revish at the 1997 National Silver Gloves tournament in Baton Rouge when he was 13Tactically I obviously want to have a better start and Im going to have a better start, the 33-year-old American said Thats really what got me in my hole: the start Im sure hes made some adjustments and hes going to come harder but Im ready",sport
He may think the eyes of the rugby world are not on him but the benefits of a terrestrial showcase meant that 1,sport
"Argentina are thriving on the back of their closer assimilation into the fabric of world rugby, even if they are on a horrible run of 10 defeats from their last 12 games The blend of speed and furious power with which they play the game will surely develop into something special, possibly the equal of their vintages who finished in the top four at two of the last three World Cups",sport
"If England are not at full strength here, neither are Argentina, who continue to exclude those playing overseas We are expecting our European players to return [by the time of the World Cup], says Daniel Hourcade, Argentinas coach",sport
"The return of Chris Robshaw will help with that flexibility, and the new cap Sam Underhill ought to add a level of physicality, albeit of the 20-year-old variety, which these days need not mean the side is compromised In the backs, Piers Francis comes in at inside-centre for his first start",sport
"Former two-times UFC welterweight champion Matt Hughes was airlifted to a medical facility on Friday after the truck he was driving collided with a moving train around 70 miles northeast of St Louis, an Illinois state police spokesperson told the GuardianHughes, 43, was traveling in a pickup truck eastbound on Beelers Trail in Illinoiss Montgomery County approaching a railroad grade crossing marked with crossbuck signs at around 10:45am when he crossed the tracks directly in front of an oncoming train and was struck on the passenger side, officers said",sport
"Police said Hughes was seriously injured and transported to a Springfield hospital by an Arch Air Medical Services helicopter ambulanceUFC president Dana White told ESPN that hes been in contact with Hughes family, who are traveling to the facility where the Illinois native was takenApparently he has head trauma, White told the network His family is traveling to him nowThe Illinois state polices traffic reconstruction unit was still investigating the crash on Friday afternoon",sport
"Magnus Carlsens career is in crisis and this week Norways 26-year-old world champion has been on the brink of losing the No1 ranking he has held without a break for almost six yearsCarlsen was in joint last place in the Altibox Norway elite event at Stavanger, with a pack of eager rivals within one game of usurping his No1 position, but he was saved, at least for the moment, when his old rival, Russias Sergey Karjakin, blundered a drawn position in Thursdays penultimate round to give the beleaguered champion a windfall point Carlsen then drew with Indias Vishy Anand in Fridays ninth and final round to total 4/9 in next to last place with just a solitary win, six draws and two defeats",sport
"After seven of the nine rounds Carlsen had not won a game, giving a drab performance and losing twice to major rivals Levon Aronian beat him in a truly brilliant game with a sophisticated version of the ancient Greek Gift bishop sacrifice, then Russias former champion Vlad Kramnik also saw further than Carlsen in a tactical sequenceCarlsen has often said he values being top of the rankings even more than his official world crown and at his zenith in July 2014 his rating was an all-time record of 2882, 50 points ahead of his nearest rival Since then he has suffered some losses to weaker players as well as an increased ratio of drawsHis rating gradually dropped some 70 points and he retains the No1 spot only due to his earlier achievements",sport
"Aronians win from Carlsen was a remarkable mix of two classical tactical themes He sacrificed first a pawn, then rook for bishop, to put the world champions queen in danger of being trapped The pawn was a rook pawn, whereas in the Poisoned Pawn Sicilian, where Boris Spassky once famously beat Bobby Fischer, White gambits the b2 pawnTrying to rescue his queen, Carlsen left his king short of defenders and allowed a version of the Greek Gift bishop sacrifice There were still mistakes on both sides until Aronian broke through to win one of the most original games of recent years",sport
"The game showed that 11 a3! was a poisoned pawn, so Blacks safest was 11",sport
Bd6 when White has just a small edge,sport
"Ne4 set up the Greek Gift, where Aronian planned to meet 18",sport
Kg6 by 19 Qg4 f5 20 Qg3 Kf6 21 d5! winning,sport
Rf8! which would have held on,sport
Kxg8 2 Rg4 and Whites queen easily defeats Blacks rook and bishop If 1,sport
Qxg8 2 Qf6! Bc5 3 Rg4 Qh7 4 d6 (threat 5 Qe7 mate) Re8 5 d7 wins,sport
Manchester United are watching the Cristiano Ronaldo show with renewed interest after the Real Madrid striker made it plain he is outraged at what he feels is unfair treatment by tax authorities and is now determined to leave SpainThe 32-year-old feels he is being singled out for disproportionate treatment after prosecutors accused him of defrauding the authorities of 147m,sport
Reports that Ronaldo wanted to leave Real were sparked on Friday in the Portuguese newspaper A Bola,sport
Earlier this week Ronaldos agency Gestifute released a statement which read: There is no tax evasion scheme ,sport
"Ronaldos frustrations at his treatment come after leading Real to three Champions League titles, scoring twice in last months final against Juventus in Cardiff as they became the first club to retain the trophy",sport
"Barcelonas Lionel Messi took a similar stance in threatening to quit Spain in 2014, also claiming he had been singled out for special treatment, when he was accused of concealing 4",sport
"The tragic scenario attached to one of Augusta Nationals founding fathers, Clifford Roberts, may be well known but the similarly grim circumstances which form a backdrop to Erin Hills have barely featured in the buildup to the US Open For obvious reasons, perhaps; this tale of money problems, homicide and a lengthy jail term is hardly in keeping with an upbeat major championship narrative",sport
Imagery of Roberts remains a constant feature during any Masters week,sport
"By 2005, a year before the facility opened, Trattner was concerned by Langs increased spending on the golf course",sport
"If youre a judge, sitting up there with this guy sitting in front of you, and you see his wife who was supposedly strangled to death for no reason, youre not going to care about some golf course that nobody knows about, admits Lew Wasserman, Trattners lawyerIs this a case of perfect self-defence? Maybe not But thats not the issue Were not dealing with a jurys verdict Were dealing with whether he was properly advised to enter a plea for first-degree reckless homicide",sport
"Its sadly ironic because without Steven Trattners efforts, there wouldnt be an Erin HillsHaving become more smitten with the dream than was healthy, Lang found himself at the bottom of a fiscal hole",sport
"On Wednesday, the United States Golf Association hosted its annual pre-event media conference The golf course is a championship venue that will make history, said the USGA president, Diana Murphy",sport
"During correspondence with Sports Illustrated writers, Trattner expresses regret over Langs financial blow At times I definitely wish I never wouldve pursued and started Erin Hills, he said I cant help but feel guilty and awful for how it devastated Bob and his family",sport
It is the US Open storyline that will not feature in any guidebooks,sport
"Like many other grouchy middle-aged men Mike hasnt, you sense, fully engaged with the selfie craze Imagine trying to do that with the people I was hanging out with in Times Square, he writes",sport
"It is a cool quote, albeit perhaps a little misunderstood, with an assumption among those who perhaps didnt see Tyson in his prime that saying this marks him out as a force of untutored aggression, all front-foot brutality",sport
"The first striking thing is the level of detail in Mourinhos prep for Ajax, the way he really does visualise the game in advance, reaching his horrible hands through his opponents rib cage and gouging his nails into the vital organsThe second striking thing was the response on social media to this insight, reflecting a certain acerbic reaction to Mourinhos first season at Manchester United, the tendency to hold a perfumed handkerchief to the nose, to splutter about anti-football, to suggest that setting out a team defensively is in some way cynical or disrespectful",sport
This still feels a bit baffling to the neutral Looking at Mourinhos notes it is hard to see anything but complete respect for his opponent and indeed for his sport Hes not mucking about here,sport
"Carrying the ball forward, Snchez looked up and found stage two: United matched Ajaxs midfield man for man, leaving no real option but to pass long",sport
So why the snorts of unhappiness? Clearly defensive football isnt everyones idea of fun It doesnt look good on the telly Pogbas willingness to fit the plan is admirable but his own extreme talents may get more of an airing elsewhere,sport
Mourinho may be a counterpuncher He may be Floyd Mayweather rather than Roberto Durn,sport
"Aidy Boothroyd admitted his England Under-21 side were rescued from a disastrous defeat in their opening match of the European Championship by super goalkeeper Jordan Pickford as the new 30m Everton signings penalty save nine minutes from time secured a point against the holders, SwedenBen Chilwells reckless challenge on Linus Wahlqvist looked like condemning England to a defeat that would have left their hopes of reaching the semi-finals hanging by a thread, only for Pickford to deny the same player from the spot with an excellent right-hand saveIt ensured England will go into their second match against Slovakia on Monday knowing there is all still to play for, although Boothroyd acknowledged they will need to improve drastically if they are to end a desperate record of failing to get out of their group at the last three tournaments",sport
"It was a fair result in the end and we can certainly play better than we did, he said Sweden gave us problems which we dealt with It was disappointing to concede a penalty  Im not sure it was  but it was given, so it was",sport
"Wahlqvists penalty was poorly struck but Pickford, after his initial stop, was on hand again to save the substitute Carlos Strandbergs weak follow-up and enable England to hang on to the drawI waited longer and held my ground and got to the penalty; thats what you do, the goalkeeper saidSweden killed our tempo a bit, they had a game plan to let us have the ball at the back and now we move on to Monday",sport
"Strandberg was particularly dangerous on the break and only a last-ditch challenge from Holgate prevented him from having a one-on-one with Pickford just before the penalty was concededBoothroyd was philosophical about his sides chances of progressing but, having seen Pickford complete his move to Goodison Park while away on international duty, admitted his admiration for the way the 23-year-old has handled the pressureHe has had quite a week, he said Most people would struggle to deal with whats happened and have some sort of dip but, touch wood, he doesnt I thought he was excellent",sport
"We want to qualify for the semi-finals and in order to do that we have to win games but its also really important we didnt lose, added BoothroydWell look back at it and say its a defining moment, I hope",sport
"The card game bridge is hardly the most physically strenuous of activities But according to a judgment by one of the European court of justices most senior lawyers, the game should be considered a sport  for tax purposes at least",sport
"The recommendation is the latest salvo in a longrunning legal case brought by the English Bridge Union (EBU), which argues that entry fees for its tournaments should be exempt from VAT, as is the case with all activities classed as sportThe EBU lost its initial claim against HM Revenue and Customs, which says sports should have a significant element of physical activity But the EBU appealed to the upper tax tribunal, which referred the case to European judgesThe player-funded organisation maintains that preferential tax treatment for sport was intended to benefit activities that provide either physical or mental health benefits to regular participants It argues that bridge  a game played by four players in two competing partnerships  helps stimulate the mind, particularly in older people",sport
"On Thursday the advocate general Maciej Szpunar argued that sport should be understood as something that involved the training of mental or physical fitness in a way that is generally beneficial to the health and wellbeing of citizens, and recommended that bridge be exempted from VAT in the UKHe also noted that the International Olympic Committee was among organisations that expressly include mental sports or endorse activities without a physical element, having classified bridge as a sport in 1998The case will be reviewed by ECJ judgesin the autumn",sport
"This will have huge benefits as it will allow us to invest further in the game, and make entries to EBU competitions cheaper, thus allowing more people to enjoy playing bridge, and enabling more to experience the social and mental benefits that playing bridge offers, the EBU said in a statementJeremy Dhondy, the EBUs chairman, said the finding was a vindication of our view that bridge should be regarded as a sport with all the advantages that brings both for bridge as a game and also for our members and prospective membersWe want our game to play its full part as an activity to promote social inclusion and welcome the judgment of the European court, he added",sport
"Different countries have different opinions on whether bridge is a sport In Austria, Belgium, Denmark, France and it is classed as a sport for tax purposes, but in Ireland and Sweden it is notThe 2011 Charities Act adopted a definition of sport as activities which promote health involving physical or mental health or exertion, which specifically included mind sports",sport
"However, in 2015 the high court ruled that bridge was not a sport eligible for lottery funding, with lawyers acting for Sport England telling the court that the game was no more a sport than sitting at home reading a bookOn Wednesday it was announced the finest boxer of his generation, unbeaten in 49 paying fights and 26 world championship contests with titles in five weight classes, will fight a scheduled 12-round boxing match against an opponent with no professional boxing experience It doesnt take an expert to know how this one will play outBut we groundlings love a sideshow and always have, making us susceptible to promotional stunts like these for as as long as anyone can remember There was Muhammad Alis risible fight with the Japanese pro wrestler Antonio Inoki in 1976, widely regarded as the most embarrassing moment of the Greatests career",sport
"Occasionally, one-offs have positive consequences, like the Battle of the Sexes between Billie Jean King and Bobby Riggs in 1973, which altered the perception of womens sports in many doubters eyes But far more often they leave their participants debased unless theyre forgotten altogether: George Foreman, still nursing the psychological wounds of Zaire, taking on five hopelessly shopworn opponents in one night in 1975",sport
"McGregor? There are 20-year-olds in boxing gyms right now that would light him up like a Christmas tree Thats at least whats suggested by the infamous footage of the Irishmans sparring session last year with Chris van Heerden, a former welterweight belt-holder from South Africa",sport
"Remind yourself what Mayweather did to some of the greatest boxers of his era Were not even talking about the destruction of Diego Corrales, a fight where Mayweather entered an arguable underdog, before he surrendered his power by climbing in weight to chase the bigger money Even late-period Floyds brittle hands didnt keep him from making the likes of Juan Manuel Marquez and Canelo Alvarez appear as if they were stumbling around in the dark trying to find the light switch If that lot couldnt even find let alone hurt Mayweather, what hope does our Conor have?Making this fight required the improbable reconciliation of warring interests But Mayweather-McGregor was inevitable because whenever theres enough money on the table, people find a way to make things happen",sport
"Remarkably, were staying with Basaksehir, who have another jewel in their ranks by the name of Cengiz Under The 19-year-old signed from Altinordu for 600,000 only last summer but has since gone on to make his debut for Turkey, scoring twice in three appearances, including on Sunday against Kosovo Manchester United and Tottenham are keen but Lille appear to be in the driving seat for a player now thought to be worth 13m Several clubs have been scouting Cengiz, said Basaksehirs vice-president, Mustafa Saral Lille have held direct talks with us, we have held talks with a few teams that have been mentioned",sport
"Football and theatre can both range from farce to bloodbath But the tepid response to Patrick Marbers The Red Lion, set in a lower-league changing room, exposed the problem that plays on the subject tend to include too much football for people who like theatre and too much theatre for people who like football",sport
"So, it is sensible that two new football-related productions  consisting, with thematic neatness, of a one-act play lasting 45 minutes and a two-act show that blows the whistle after 90  focus on what the sport means and does to places and peopleHelping fans fill the difficult summer weeks when there are no fixtures, Northampton Towns Sixfields stadium is hosting The Twelfth Player, an immersive theatre piece based on a tour of the ground And while the stands of Birmingham City and Aston Villa are empty, supporters can head to the Birmingham Repertory theatre for Stadium, a community play about the teams rivalry",sport
"Allusions to the history (promotions, demotions, near insolvency) of the club known as the Cobblers are interspersed with a drama, acted by local volunteers, featuring marital and other pressures in a family including a football-mad dad and a daughter who prefers ballet until a surprising aspect of her maternal family history is revealed",sport
"In Birmingham, Mohamed El Khatibs Stadium is kicked off by the actor Dmitri Hatton who announces that the show will explore a city divided in two by football",sport
"Hatton acts as compere of a sort of a variety show in which all the acts are on the same theme Gill and Paul tell a fantastic anecdote about a Villa fan at the back of a crowd accidentally losing his false teeth when chanting; the dentures are discovered underfoot, passed back up the stand and unnervingly reinserted A blind West Bromwich Albion supporter describes the last goal he saw, 50 years ago, before losing his sight",sport
"Cheika is treating the fifth-ranked Scots with full respect, retaining 14 of the 15 starters who combined to notch five tries in the opening Test of the year Tatafu Polota-Nau retains the No2 jumper, with Moore again expected to be picked on the bench when Cheika reveals his reserves on Friday",sport
"Nabuli bagged seven tries in 13 games while playing for St George Illawarra in the NRL in 2013, after a chance meeting with Johns and Fittler in 2012 led to his code switch last year He has played 16 games for the Queensland Reds, with Cheika first picking the 28-year-old in a Wallabies training squad last season before the England series without using him in a TestStar Scottish lock Jonny Gray returns in one of eight changes to the visitors starting side for the match in Sydney",sport
"A controversial omission from the British and Irish Lions tour of New Zealand, Gray is famous for attempting 85 tackles in one Six Nations campaign  and missing just one",sport
"Weve managed him for a reason to make sure hes ready to go for this game, Townsend said on Thursday Hes been a key player for Scotland the last two or three seasons Hes in great form",sport
"The long-touted fight between UFC star Conor McGregor and the former five-division boxing champion Floyd Mayweather is set for 26 August at T-Mobile Arena in Las Vegas The two fighters confirmed the news with posts to social media On Instagram, Mayweather said: Its official!",sport
